LGA_CODE_2016,P_Philippines_E,P_Philippines_OM_IE,P_Philippines_OM_UIE,P_Philippines_CFW,P_Philippines_ES_NS,P_Philippines_Tot,P_Poland_E,P_Poland_OM_IE,P_Poland_OM_UIE,P_Poland_CFW,P_Poland_ES_NS,P_Poland_Tot,P_Singapore_E,P_Singapore_OM_IE,P_Singapore_OM_UIE,P_Singapore_CFW,P_Singapore_ES_NS,P_Singapore_Tot,P_SthAfrica_E,P_SthAfrica_OM_IE,P_SthAfrica_OM_UIE,P_SthAfrica_CFW,P_SthAfrica_ES_NS,P_SthAfrica_Tot,P_SriLanka_E,P_SriLanka_OM_IE,P_SriLanka_OM_UIE,P_SriLanka_CFW,P_SriLanka_ES_NS,P_SriLanka_Tot,P_Thailand_E,P_Thailand_OM_IE,P_Thailand_OM_UIE,P_Thailand_CFW,P_Thailand_ES_NS,P_Thailand_Tot,P_Turkey_E,P_Turkey_OM_IE,P_Turkey_OM_UIE,P_Turkey_CFW,P_Turkey_ES_NS,P_Turkey_Tot,P_UK_E,P_UK_OM_IE,P_UK_OM_UIE,P_UK_CFW,P_UK_ES_NS,P_UK_Tot,P_USA_E,P_USA_OM_IE,P_USA_OM_UIE,P_USA_CFW,P_USA_ES_NS,P_USA_Tot,P_Vietnam_E,P_Vietnam_OM_IE,P_Vietnam_OM_UIE,P_Vietnam_CFW,P_Vietnam_ES_NS,P_Vietnam_Tot,P_Zimbabwe_E,P_Zimbabwe_OM_IE,P_Zimbabwe_OM_UIE,P_Zimbabwe_CFW,P_Zimbabwe_ES_NS,P_Zimbabwe_Tot,P_Elsewhere_E,P_Elsewhere_OM_IE,P_Elsewhere_OM_UIE,P_Elsewhere_CFW,P_Elsewhere_ES_NS,P_Elsewhere_Tot,P_COB_NS_E,P_COB_NS_OM_IE,P_COB_NS_OM_UIE,P_COB_NS_CFW,P_COB_NS_ES_NS,P_COB_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
LGA21010,25,0,0,0,0,25,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,11,9,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,86,10,15,4,3,114,4,0,0,0,0,8,3,0,0,0,0,5,0,0,0,0,0,0,43,7,8,4,0,66,103,3,14,7,5,129,3856,349,576,219,77,5075
LGA21110,626,12,10,3,8,658,118,25,16,5,0,172,264,30,22,0,0,321,575,55,50,5,0,693,917,65,31,0,15,1023,242,26,28,6,3,307,55,18,10,0,0,86,2542,270,243,40,17,3106,348,31,34,6,7,423,636,75,75,23,20,815,85,12,9,0,0,102,3159,284,258,57,33,3791,423,54,44,13,45,578,57730,6956,5006,1156,540,71382
LGA21180,1783,36,48,21,15,1891,184,24,26,0,3,244,103,0,7,6,0,115,236,17,5,0,0,256,621,45,42,4,10,718,146,14,5,4,0,173,182,27,28,10,7,258,1526,75,59,9,11,1673,141,3,11,0,0,154,3228,426,483,128,54,4325,76,3,6,0,0,85,4540,420,414,65,104,5544,816,102,60,19,84,1078,57224,4427,3271,755,818,66496
LGA21270,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,15,3,8,0,0,27,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,0,0,14,34,0,9,3,3,42,1532,286,279,306,33,2442
LGA21370,104,0,0,3,0,109,10,0,0,0,0,5,4,0,0,0,0,4,24,0,3,0,0,25,16,0,0,0,0,14,6,3,4,0,0,12,3,0,0,0,0,3,210,17,24,11,5,269,20,0,0,0,0,25,9,0,0,0,0,9,6,0,0,0,0,6,95,13,4,0,6,121,269,30,43,18,24,382,11663,1163,1615,600,255,15291
LGA21450,109,7,9,0,6,126,22,3,7,0,0,31,21,0,7,0,0,26,110,12,11,3,0,140,271,22,19,11,0,327,28,8,7,0,0,46,10,3,4,3,0,13,835,137,144,21,7,1145,36,10,6,0,0,55,48,9,13,3,3,72,20,3,0,0,0,28,659,109,99,15,20,910,251,49,39,9,16,363,17636,2311,2324,574,303,23143
LGA21610,667,29,32,9,7,744,141,34,43,8,0,232,127,12,20,3,0,164,449,40,36,11,7,534,1528,209,318,47,27,2127,133,16,30,0,3,185,63,18,13,4,0,104,2233,253,237,48,20,2789,144,14,20,3,0,174,482,50,60,13,8,620,95,8,3,3,0,111,3587,536,702,110,83,5019,578,60,78,17,63,804,51639,5399,5495,1077,637,64240
LGA21670,26,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,8,3,3,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,89,4,8,5,0,101,6,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,36,5,3,0,3,48,116,3,15,4,10,149,3295,222,396,126,78,4116
LGA21750,29,0,5,0,0,34,3,0,0,0,0,8,3,0,0,0,0,6,12,0,0,0,0,14,5,0,0,0,0,5,8,0,0,0,0,15,0,0,0,0,0,0,152,13,31,12,3,221,6,0,0,3,0,15,3,3,0,0,0,8,7,0,0,0,0,15,154,12,10,3,13,184,158,14,28,15,14,232,7274,557,1061,328,158,9389
LGA21830,28,0,0,3,0,29,0,0,0,0,0,0,3,0,0,0,0,6,10,0,0,0,0,5,9,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,4,78,6,18,10,0,109,7,0,0,0,0,9,4,0,0,0,0,4,6,0,0,0,0,6,38,3,6,3,0,52,114,18,51,13,11,212,4712,537,1250,424,146,7080
LGA21890,584,8,14,3,10,616,91,4,10,3,0,113,122,7,7,0,0,133,155,21,12,0,4,190,483,27,28,4,3,546,136,19,11,3,0,176,97,17,13,6,3,134,1120,82,119,6,14,1340,135,10,22,0,0,176,936,83,116,29,13,1176,45,3,3,0,0,52,2244,173,200,24,44,2688,523,58,66,24,38,701,39202,3538,3779,615,542,47683
LGA22110,76,0,3,3,0,86,3,0,0,0,0,4,4,0,0,0,0,4,37,3,3,0,0,46,29,3,0,0,0,30,11,0,3,0,0,10,0,0,0,0,0,0,398,37,78,17,9,538,29,0,6,0,0,34,27,0,5,0,0,38,8,0,0,0,0,9,158,12,33,9,8,219,329,26,40,31,18,436,11980,1062,1772,579,303,15688
LGA22170,414,11,17,8,10,461,66,16,17,3,0,103,67,8,7,0,0,75,281,35,26,3,0,345,428,31,20,3,8,487,57,10,14,0,0,79,16,3,3,0,0,26,2315,329,265,50,31,2982,122,18,12,3,0,154,244,19,40,10,3,320,73,3,5,0,0,76,1318,162,174,55,31,1734,419,54,49,10,27,560,35006,3558,3261,648,448,42912
LGA22250,19,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,34,3,4,10,3,46,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,5,3,0,0,29,70,15,17,14,6,128,2604,419,559,264,87,3937
LGA22310,463,6,3,7,0,480,145,47,66,9,0,269,92,12,19,3,0,130,596,167,164,24,13,960,517,38,27,3,4,589,124,16,12,13,3,167,43,6,7,0,0,57,1145,135,189,18,9,1495,227,25,34,3,0,289,316,28,47,8,5,396,71,7,0,0,0,84,2476,505,563,82,49,3672,229,38,36,4,21,325,28423,3879,3924,638,304,37174
LGA22410,46,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,23,3,3,0,0,30,6,0,0,0,0,6,3,0,0,0,0,6,0,0,0,0,0,0,134,11,21,4,0,173,8,0,0,0,0,12,3,0,3,0,0,3,9,3,0,0,0,15,49,3,3,4,0,56,179,15,25,12,8,232,6098,396,836,319,118,7768
LGA22490,17,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,78,20,31,6,0,137,4,0,0,0,0,3,0,0,0,0,0,4,3,0,0,0,0,3,33,4,8,4,3,48,53,12,24,0,7,86,2091,412,538,229,52,3323
LGA22620,196,4,7,0,0,213,3,0,3,0,0,6,23,0,0,0,0,20,133,7,9,3,0,147,76,5,8,0,0,87,63,0,3,0,0,71,6,3,0,0,0,8,817,70,84,16,11,1006,76,3,6,9,3,96,115,6,6,0,0,127,22,0,0,0,0,24,538,22,15,13,10,600,612,53,71,24,36,797,38450,2619,2818,671,494,45051
LGA22670,1628,18,28,3,9,1685,327,44,38,3,6,420,243,19,13,0,3,271,652,52,26,4,0,739,2985,257,187,43,35,3505,256,15,18,3,3,294,258,51,33,8,3,343,3535,218,85,18,35,3895,212,11,6,3,0,234,3140,317,406,84,50,3995,140,4,3,0,4,149,8992,701,736,160,167,10760,1030,81,57,20,86,1279,85067,5907,3824,882,1021,96693
LGA22750,602,10,10,7,11,639,106,13,8,0,3,129,87,6,11,0,0,105,295,21,29,3,0,355,219,15,5,3,0,242,144,11,6,5,0,170,29,5,3,4,0,40,3455,259,327,55,27,4122,251,16,26,6,3,296,235,23,43,15,4,327,97,3,3,0,0,103,1888,120,149,41,36,2229,1143,92,82,28,83,1419,81132,5801,6010,1215,899,95057
LGA22830,199,0,3,0,3,204,10,0,0,0,0,11,14,3,0,0,0,21,62,4,0,0,0,76,70,13,0,3,0,79,35,3,3,0,0,39,38,9,3,3,0,55,444,31,34,7,3,511,43,4,3,0,0,49,7,3,3,0,0,19,24,0,0,0,0,27,688,45,50,19,18,810,461,34,47,26,31,606,23265,1995,1779,622,360,28025
LGA22910,41,0,0,0,0,42,3,0,0,0,0,3,3,0,0,0,0,3,5,3,3,0,0,12,7,0,0,0,0,7,13,0,0,0,0,14,0,0,0,0,0,0,131,26,45,6,6,218,18,3,11,0,0,25,4,0,0,0,0,4,0,0,0,0,0,3,82,9,22,4,3,120,84,9,15,15,7,135,3067,417,828,250,93,4651
LGA22980,17,0,0,0,0,17,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,17,3,3,0,0,26,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,66,3,0,0,0,73,37,0,9,4,0,55,1468,163,323,188,30,2174
LGA23110,884,6,10,3,3,911,92,15,9,0,0,117,67,6,6,0,0,79,123,14,11,3,0,153,316,9,8,0,3,336,96,14,8,3,0,120,67,5,4,0,3,81,1124,94,100,10,14,1350,72,9,15,3,0,100,1136,46,57,13,10,1263,28,0,0,3,0,29,2070,141,134,24,38,2404,384,30,30,11,32,492,29718,2373,2129,399,369,34988
LGA23190,42,0,0,0,0,50,3,0,0,0,0,3,3,0,0,0,0,5,18,5,3,0,0,25,8,0,0,0,0,8,8,0,0,0,0,10,5,0,0,0,0,9,100,12,17,4,3,130,9,0,0,0,0,10,0,0,0,0,0,5,3,0,0,0,0,3,76,4,6,0,4,88,118,11,17,3,4,150,7115,618,725,310,105,8873
LGA23270,1347,24,23,10,9,1418,177,13,4,3,3,202,177,7,11,0,0,197,269,14,13,3,0,302,1345,79,78,23,23,1545,213,7,6,0,0,231,1003,241,216,42,42,1544,2088,129,92,12,11,2333,177,11,4,0,0,196,1674,63,62,19,26,1847,89,3,0,5,0,95,4664,350,294,59,81,5445,1215,94,79,21,106,1519,77746,5669,4133,864,1086,89491
LGA23350,16,0,0,0,0,14,3,0,3,0,0,8,3,0,0,0,0,3,10,0,0,0,0,13,0,0,0,0,0,3,7,0,0,0,0,8,0,0,0,0,0,0,97,16,18,10,0,142,3,3,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,40,6,8,6,0,65,82,7,11,7,5,113,3437,394,663,243,87,4826
LGA23430,874,14,25,3,5,920,196,43,51,5,3,308,135,7,3,3,0,146,573,97,41,5,5,731,1266,62,68,17,11,1419,247,4,21,3,3,283,113,22,15,7,0,164,2748,296,241,34,36,3356,178,29,20,8,0,234,1691,79,112,29,23,1923,92,3,3,0,0,101,4590,496,401,81,87,5660,716,67,38,13,47,884,61406,6292,4478,963,692,73832
LGA23670,689,14,16,3,11,731,163,26,19,3,0,214,196,22,22,0,0,241,499,48,27,9,3,579,1115,94,72,19,11,1313,195,9,20,3,0,227,47,3,3,0,0,51,2608,253,211,38,22,3129,160,14,9,4,0,189,719,37,57,8,6,825,81,4,4,0,0,88,2845,218,204,45,39,3354,490,57,45,15,37,648,54140,4905,3866,784,512,64206
LGA23810,159,3,9,4,0,176,21,3,0,0,0,22,10,3,0,0,0,16,97,5,0,0,3,107,72,12,3,0,0,90,32,4,0,0,0,33,4,0,0,0,0,3,785,50,48,21,10,915,52,4,0,0,0,60,21,10,11,3,3,47,24,0,0,0,0,26,406,32,31,7,8,486,490,32,26,8,35,593,27041,1394,1463,337,360,30601
LGA23940,38,0,0,0,3,37,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,28,8,7,0,0,40,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,24,4,4,3,0,28,38,6,14,16,5,79,1557,240,500,294,59,2651
LGA24130,63,0,3,0,0,61,3,0,0,0,0,7,9,0,3,0,0,12,27,4,3,0,0,41,32,4,0,0,0,36,13,0,0,0,0,19,0,0,0,0,0,3,365,72,114,19,12,578,25,9,9,3,0,44,19,3,7,5,0,35,3,0,0,0,0,9,162,30,35,5,6,234,178,20,50,12,9,274,9211,1317,1561,420,160,12673
LGA24210,209,4,6,3,0,226,37,4,4,0,0,42,132,13,11,5,0,160,250,33,43,5,0,328,276,19,16,3,3,319,73,3,7,0,0,92,21,9,4,0,0,38,646,106,101,18,12,879,73,4,7,5,0,94,205,15,30,12,0,268,28,3,4,0,0,35,926,155,144,37,13,1270,191,29,27,6,14,268,22363,3171,2529,621,238,28931
LGA24250,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,88,23,22,8,4,134,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,39,6,9,7,0,58,65,10,18,3,6,107,2218,313,453,192,47,3219
LGA24330,824,15,20,4,4,864,125,7,7,0,0,143,76,17,4,0,0,96,115,6,5,0,0,127,317,12,7,0,5,341,109,8,12,4,0,131,70,16,9,0,3,101,968,61,69,9,3,1103,122,7,15,3,0,145,2060,327,312,78,30,2807,45,0,0,0,0,44,2575,164,251,37,54,3085,389,36,22,5,40,492,31989,2259,2234,387,394,37261
LGA24410,370,7,3,6,0,386,78,12,9,0,3,101,74,12,8,3,0,87,282,34,20,3,0,342,365,18,15,7,0,405,106,10,5,4,0,126,19,4,3,0,0,27,1604,207,150,21,8,1986,123,5,16,0,0,145,289,19,31,8,3,348,59,0,3,3,0,63,1528,126,127,14,21,1808,386,25,33,0,25,476,35136,3383,2840,558,341,42258
LGA24600,6718,50,53,8,40,6872,1052,40,53,9,12,1164,2285,66,52,7,8,2416,3649,139,87,9,7,3891,6432,118,69,18,43,6680,1531,44,40,10,15,1643,748,57,44,11,12,871,18846,665,563,36,75,20184,2773,92,97,5,25,2995,6173,232,149,63,55,6667,641,20,9,0,6,671,26755,759,703,103,234,28548,3366,154,108,32,229,3887,407834,14190,10397,1522,2808,436750
LGA24650,459,21,26,5,7,512,35,12,12,0,0,66,47,13,5,0,0,57,73,4,12,0,0,91,179,31,33,3,3,254,48,7,6,0,0,66,38,13,10,3,0,61,625,50,60,15,9,758,42,0,4,0,3,51,314,44,43,21,3,428,23,3,4,3,7,40,1120,165,202,34,28,1551,236,41,36,7,21,343,19916,2059,1959,436,306,24682
LGA24780,107,0,3,3,0,112,5,0,0,0,0,9,0,0,0,0,0,0,47,0,0,5,0,55,27,0,0,0,0,29,12,0,3,0,0,20,38,3,3,9,0,55,353,22,32,11,4,423,19,3,3,0,0,26,30,4,0,0,0,35,15,0,0,0,0,13,351,25,23,8,7,408,389,40,49,26,29,538,17335,1410,1572,704,324,21354
LGA24850,73,0,0,0,0,77,7,0,4,0,0,13,9,0,0,0,0,9,19,3,0,0,0,27,23,0,3,0,0,30,10,0,0,0,0,7,0,0,3,0,0,7,275,26,23,16,5,345,17,0,0,0,0,17,5,3,0,3,0,12,12,0,0,0,0,8,136,20,15,4,4,183,229,20,26,8,22,306,8752,777,862,266,206,10865
LGA24900,71,3,0,0,0,72,0,0,0,0,0,0,3,0,0,0,0,5,7,0,3,0,0,11,10,0,0,0,0,9,14,0,0,0,0,18,0,0,0,0,0,0,157,14,21,13,0,203,5,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,137,11,15,0,3,167,196,22,52,15,19,304,7786,902,1150,518,171,10534
LGA24970,1276,21,13,0,6,1321,357,36,47,3,3,441,525,31,29,10,3,591,918,64,41,9,3,1036,2797,159,156,42,27,3181,274,17,23,3,0,313,134,20,17,6,3,183,3979,206,143,18,23,4374,407,19,16,0,0,449,1595,109,105,25,19,1856,177,9,3,0,0,184,6207,397,340,71,68,7085,768,58,55,8,51,939,93389,6159,4455,1035,754,105786
LGA25060,429,8,9,0,5,451,53,15,8,0,0,74,60,13,5,0,0,76,92,10,8,0,0,112,295,18,12,4,0,325,155,11,21,0,0,185,95,34,14,9,0,150,730,109,79,10,0,929,95,8,14,0,0,115,676,67,103,25,5,881,26,4,3,0,0,29,1482,136,163,36,31,1848,355,44,47,5,27,484,29116,3267,2703,556,395,36036
LGA25150,37,3,0,0,0,40,3,0,0,0,0,8,3,3,0,0,0,8,13,5,3,0,0,21,26,4,0,0,0,32,17,3,3,0,0,17,4,0,0,0,0,8,200,38,35,15,0,285,10,0,0,0,0,18,64,0,5,3,3,77,7,0,0,0,0,7,138,15,24,8,0,186,80,23,15,3,7,134,5651,743,710,285,105,7495
LGA25250,506,8,8,3,4,526,64,3,11,0,0,80,73,10,3,0,0,84,87,7,15,3,0,116,331,30,24,9,8,399,108,7,13,6,3,136,265,91,75,24,7,462,722,96,144,11,4,979,120,14,23,3,0,161,555,66,90,16,10,740,30,0,4,0,0,34,2144,211,224,35,41,2659,444,60,67,16,38,624,30024,3522,4169,617,470,38807
LGA25340,269,3,6,5,5,285,38,3,16,0,0,60,31,4,3,0,0,41,184,31,31,4,3,259,106,15,10,0,0,133,92,8,21,3,0,128,18,6,0,0,0,30,2656,441,523,99,38,3759,130,28,19,11,0,186,63,14,18,7,0,104,49,4,0,0,0,51,1020,114,134,34,9,1320,575,80,99,18,47,822,37534,5062,5224,1077,571,49479
LGA25430,50,0,0,0,4,51,0,0,0,0,0,0,3,0,0,0,0,3,8,5,5,3,0,20,3,0,3,0,0,8,11,0,3,0,0,14,0,0,0,0,0,0,149,17,54,7,0,231,6,4,7,0,0,15,3,0,0,0,0,3,0,0,0,0,0,4,166,8,12,3,4,197,121,16,15,9,10,169,5254,412,928,209,101,6916
LGA25490,34,0,0,0,0,35,0,0,0,0,0,3,0,0,0,0,0,0,9,3,0,0,0,21,9,0,0,0,0,12,3,0,0,0,0,7,0,0,0,0,0,3,88,12,18,6,0,120,3,0,0,0,0,7,3,0,0,0,0,3,3,0,0,0,0,3,53,0,3,4,0,68,93,21,36,9,7,172,3941,500,1188,433,118,6186
LGA25620,17,0,0,0,0,18,0,0,0,0,0,0,5,0,0,0,0,6,15,4,0,0,0,16,5,0,0,0,0,8,3,0,0,0,0,9,0,0,3,0,0,0,106,21,29,15,4,170,8,0,8,0,0,21,0,0,0,0,0,7,0,0,0,0,0,4,49,3,3,3,0,62,59,13,18,10,0,108,2782,422,608,235,66,4114
LGA25710,43,0,3,0,0,43,9,3,3,0,0,21,18,3,3,0,0,20,58,6,11,0,0,76,49,6,11,0,0,72,26,0,5,0,0,30,6,4,7,0,0,10,372,116,96,20,8,607,28,8,4,0,0,40,40,3,9,0,0,55,12,0,3,0,0,16,205,36,47,8,0,303,90,25,25,7,13,162,9262,1890,1706,330,125,13315
LGA25810,32,0,0,0,0,36,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,13,6,3,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,60,11,11,9,0,88,5,0,0,0,0,3,6,0,0,0,0,8,6,0,0,0,0,6,82,3,12,3,0,103,74,10,12,5,6,108,3631,335,469,243,73,4748
LGA25900,893,17,15,10,6,943,202,21,44,3,0,278,284,13,12,0,3,314,661,95,39,4,3,807,970,28,31,6,7,1040,252,14,31,4,0,305,127,15,6,0,0,148,3202,381,242,30,18,3872,452,54,43,3,3,563,866,54,47,18,10,1002,87,5,0,0,0,98,4756,403,330,46,71,5608,501,80,49,11,44,676,63888,6466,4291,719,573,75933
LGA25990,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,3,14,3,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,23,31,13,9,12,5,54,1290,187,269,217,41,2001
LGA26080,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,38,7,8,3,0,54,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3,0,18,15,3,0,0,0,24,969,115,139,38,16,1277
LGA26170,47,0,0,0,0,49,3,0,0,0,0,4,0,0,0,0,0,0,20,6,3,3,0,34,12,0,5,0,0,19,11,0,0,0,0,9,0,0,0,0,0,0,243,24,43,24,12,340,13,3,11,0,0,26,9,0,3,0,4,9,3,0,0,0,0,5,66,4,31,0,0,108,166,31,48,21,9,273,7273,807,1849,571,166,10668
LGA26260,20,0,0,0,0,16,4,0,0,0,0,3,3,0,0,0,0,3,27,0,3,0,0,28,10,0,0,0,0,11,5,0,3,0,0,9,0,0,0,0,0,0,122,8,21,5,5,161,14,0,0,0,0,17,3,0,0,0,0,8,3,0,4,0,0,6,43,0,7,0,0,55,135,12,32,16,7,205,5225,416,1006,397,116,7164
LGA26350,594,11,10,3,5,622,146,41,25,4,3,225,168,19,16,0,0,208,450,68,55,12,3,588,699,26,20,0,11,761,255,21,16,0,3,298,62,8,11,0,0,79,1736,219,221,25,20,2226,272,28,28,3,0,337,496,49,46,13,6,624,86,7,9,0,0,94,2998,291,260,54,35,3639,408,47,36,6,31,535,44386,5263,4037,803,469,54961
LGA26430,17,0,0,0,0,23,0,0,0,0,0,0,4,0,0,0,0,5,6,0,0,0,0,7,4,0,0,0,0,4,5,0,0,0,0,12,0,0,0,0,0,0,63,6,26,3,3,110,4,3,3,0,0,10,3,0,0,0,0,10,0,0,0,0,0,0,31,6,8,4,0,55,67,3,15,0,3,89,2344,298,541,273,68,3519
LGA26490,42,0,3,0,0,48,3,0,0,0,0,9,9,0,0,0,0,9,29,9,5,3,0,41,13,0,0,0,0,11,16,0,0,0,0,17,3,0,0,0,0,3,234,56,64,23,0,375,22,6,8,3,0,43,6,3,0,0,0,10,11,0,0,0,0,10,133,15,20,6,3,182,81,15,36,7,4,140,6006,980,1240,358,106,8688
LGA26610,74,0,0,0,0,71,0,0,0,0,0,0,3,0,0,0,0,4,27,0,3,0,0,29,20,0,3,0,0,23,22,0,3,0,0,20,0,0,0,0,0,0,84,7,15,3,0,105,6,4,0,0,0,12,38,6,0,0,3,54,15,0,3,0,0,17,231,4,7,13,10,266,205,32,28,17,14,297,6800,719,725,383,172,8802
LGA26670,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,4,9,5,0,39,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,8,0,6,0,0,16,30,8,7,10,0,55,1181,184,433,187,36,2017
LGA26700,54,0,0,0,0,53,0,0,0,0,0,4,6,0,0,0,0,6,27,3,0,0,0,32,22,3,0,0,0,26,4,0,0,0,0,11,0,0,4,0,0,3,228,14,24,10,0,280,19,3,7,0,0,24,10,0,3,0,0,11,3,0,0,0,0,3,131,3,12,4,0,156,198,12,27,15,11,269,9822,795,1150,365,188,12312
LGA26730,59,0,9,0,0,70,3,0,0,0,0,4,9,0,0,0,0,9,46,3,3,0,0,47,38,0,5,0,0,46,19,3,3,0,0,27,0,3,0,0,0,3,287,14,31,8,4,341,28,0,0,0,0,32,3,0,0,0,0,5,9,0,0,0,0,9,269,15,17,0,0,299,202,10,15,7,14,251,13521,802,1037,188,197,15743
LGA26810,93,0,0,3,0,97,15,0,0,0,0,16,9,0,0,0,0,14,52,3,0,0,0,52,33,3,0,0,0,39,16,0,0,0,0,15,0,0,0,0,0,6,435,24,44,19,5,534,32,3,3,0,0,39,25,3,11,0,0,36,13,0,0,0,0,19,152,10,18,9,0,193,276,27,63,26,31,414,13543,895,1826,571,233,17069
LGA26890,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,0,26,0,0,0,0,0,0,3,0,0,0,0,7,3,0,0,0,0,3,4,3,3,0,0,15,22,3,17,14,3,52,851,127,414,251,28,1674
LGA26980,660,9,15,0,4,693,155,15,13,0,0,190,339,17,24,0,0,380,492,28,24,3,3,548,1146,55,52,16,9,1272,149,7,14,3,0,178,38,9,8,3,0,66,2310,150,154,25,22,2659,249,16,21,4,0,288,764,58,77,17,5,928,105,6,5,0,3,118,3026,221,224,27,30,3524,471,43,27,15,24,587,58886,4933,3999,867,500,69185
LGA27070,726,3,21,3,8,764,71,8,10,0,0,81,90,0,3,0,0,94,182,18,9,3,0,211,743,68,65,8,18,902,107,4,7,3,0,114,176,47,17,4,4,246,1078,98,81,13,14,1290,96,5,7,0,0,108,1292,80,82,21,25,1502,81,3,0,0,0,88,2178,220,219,43,49,2705,658,78,60,10,59,861,44319,4255,3251,660,664,53144
LGA27170,115,0,3,0,3,123,7,0,0,0,0,11,3,0,0,0,0,3,50,0,4,0,0,53,38,0,4,3,0,45,8,0,0,3,0,15,0,0,0,0,0,0,430,17,26,4,7,483,44,0,0,0,0,43,4,0,0,0,0,10,16,0,0,0,0,16,307,17,18,8,3,347,253,17,17,8,8,301,16537,932,986,187,168,18806
LGA27260,1582,42,47,11,17,1695,169,13,13,3,3,204,160,19,23,0,0,199,290,27,35,7,4,357,541,45,65,13,3,669,161,6,26,6,3,204,84,13,15,3,3,111,1852,115,134,21,15,2137,118,17,12,3,0,150,1310,74,66,22,13,1484,65,0,4,0,0,72,3824,380,536,79,98,4919,664,70,59,9,62,858,52441,4135,3855,784,688,61904
LGA27350,1001,12,8,0,3,1026,183,16,8,3,5,214,302,21,12,3,0,339,540,44,30,0,7,623,787,21,21,3,11,836,317,17,18,8,3,363,96,10,23,3,0,131,3132,289,224,40,31,3717,525,51,43,3,3,634,1422,144,141,29,26,1762,115,8,0,0,0,116,4382,220,269,51,56,4978,675,64,56,17,49,864,69355,5748,4691,663,640,81102
LGA27450,187,4,3,3,0,199,50,3,3,3,0,64,36,6,5,0,0,52,162,28,27,7,4,220,167,25,15,3,0,211,64,0,6,0,0,74,9,4,0,0,0,13,1479,252,341,74,26,2172,108,13,23,0,0,143,136,14,15,5,0,178,19,0,5,0,0,25,888,112,145,41,15,1195,431,54,74,17,40,609,29884,3802,4402,996,458,39545
LGA27630,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,3,0,33,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,0,0,22,38,10,12,3,3,68,1622,275,359,255,39,2556
